Timestamp,Which year are you in?,How are you feeling right now?,"On a scale of 1-100, how would you express this feeling?",Gender,Age,Your location ?,Relationship status,Are you happy with your financial state?,How much have you succeeded to cope up with the environment of your educational institution?,Understanding with your family members?,Are you feeling pressure in your study or work right now?,Are you satisfied with your academic result?,Are you happy with your living place?,Who supports you when you are not succeeding in your academic life?,Have you used any social media within the last 6 hours?,Do you have inferiority complex? ,Are you satisfied with your meal today?,Are you feeling sick/health issues today?,"Have you done any recreational activity (sports, gaming, hobby etc.) today?",How long did you sleep last night?(in hours)
9/21/2021 0:50:36,3rd year,Normal,62,Male,22,Sister's House,Single,No,3,Good,No,No,Yes,Not applicable,Yes,No,Yes,No,No,8
9/21/2021 0:52:36,3rd year,Good,83,Male,22,Tour,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Yes,No,Yes,7
9/21/2021 0:54:36,3rd year,Good,80,Male,22,Tour,Single,Yes,5,Good,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,8
9/21/2021 0:57:36,2nd year,Very bad,16,Male,21,Town,Single,Yes,2,Normal,Yes,Yes,Yes,Not applicable,Yes,Maybe,No,No,No,6
9/21/2021 1:00:36,2nd year,Bad,38,Male,21,Playground,Single,No,1,Bad,Yes,Yes,No,Family,Yes,Yes,Yes,Yes,Yes,5
9/21/2021 1:02:37,3rd year,Very good,97,Male,22,Restaurant,Single,Yes,3,Normal,No,No,Yes,Not applicable,Not applicable,No,Yes,No,No,8
9/21/2021 1:04:37,2nd year,Bad,47,Male,21,Town,Single,No,2,Bad,Yes,No,No,Not applicable,No,Maybe,No,No,No,5
9/21/2021 1:07:37,2nd year,Good,89,Male,21,Friend's House,Single,Yes,4,Normal,No,Yes,Yes,Family,No,No,Yes,No,Yes,9
9/21/2021 1:10:37,4th year,Very bad,11,Male,23,Mosque,Single,No,1,Bad,Yes,No,No,Not applicable,Yes,Maybe,Yes,Yes,No,5
9/21/2021 1:13:37,4th year,Bad,49,Male,23,Tour,Single,Yes,3,Bad,Yes,No,Yes,Friends,Not applicable,Yes,Neutral,No,No,5
9/21/2021 1:15:37,3rd year,Good,73,Male,22,Playground,Single,Yes,4,Good,No,No,Yes,Family,No,No,Yes,No,No,10
9/21/2021 1:18:37,2nd year,Very bad,9,Male,21,Sister's House,Single,Yes,2,Good,Yes,Yes,No,Friends,No,Yes,No,No,Yes,7
9/21/2021 1:20:38,1st year,Very bad,16,Male,20,Home,Single,No,1,Normal,Yes,Yes,Yes,Family,No,No,Yes,Yes,No,3
9/21/2021 1:22:37,2nd year,Very bad,12,Male,21,Friend's House,Single,Yes,1,Normal,Yes,No,No,Friends,Yes,Yes,No,Yes,No,5
9/21/2021 1:24:37,4th year,Good,82,Male,23,Friend's House,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Yes,No,Yes,7
9/21/2021 1:27:38,2nd year,Bad,39,Male,21,Home,Single,No,3,Good,Yes,Yes,No,Not applicable,Yes,No,No,No,No,5
9/21/2021 1:30:38,4th year,Very bad,18,Male,23,Department,Single,Yes,1,Good,Yes,No,No,Friends,Not applicable,Maybe,Yes,No,No,4
9/21/2021 1:32:38,4th year,Bad,31,Male,23,Sister's House,Single,No,1,Good,Yes,Yes,No,Family,Yes,Maybe,Neutral,Yes,No,4
9/21/2021 1:35:39,3rd year,Bad,43,Male,22,Cousin's House,Single,Yes,3,Good,Yes,Yes,Yes,Friends,Yes,Maybe,Yes,Yes,Yes,5
9/21/2021 1:37:38,4th year,Good,89,Male,23,Restaurant,Single,Yes,4,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6
9/21/2021 1:40:38,1st year,Bad,34,Male,20,Tour,Single,No,3,Normal,Yes,Yes,No,Friends,No,Maybe,No,No,Yes,4
9/21/2021 1:43:39,1st year,Very bad,19,Male,20,Aunt's House,Single,No,3,Good,Yes,Yes,No,Family,No,Maybe,Neutral,No,No,3
9/21/2021 1:45:39,1st year,Very bad,3,Male,20,Restaurant,Single,No,3,Normal,Yes,Yes,Yes,Friends,No,Maybe,Yes,Yes,No,3
9/21/2021 1:47:38,3rd year,Normal,65,Male,22,Friend's House,Single,Yes,3,Good,No,No,Yes,Not applicable,Not applicable,Maybe,Yes,Yes,No,6
9/21/2021 1:50:39,2nd year,Very bad,17,Male,21,Town,Single,No,2,Good,Yes,Yes,No,Family,Not applicable,Maybe,Neutral,No,Yes,4
9/21/2021 1:52:39,1st year,Good,83,Male,20,Friend's House,Single,Yes,4,Good,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,6
9/21/2021 1:55:40,3rd year,Normal,63,Male,22,Mosque,Single,Yes,3,Normal,Yes,Yes,No,Family,Yes,No,Yes,Yes,Yes,8
9/21/2021 1:58:39,4th year,Bad,46,Male,23,Restaurant,Single,Yes,2,Good,Yes,Yes,Yes,Family,Yes,Yes,Yes,Yes,Yes,5
9/21/2021 2:01:39,2nd year,Very good,96,Male,21,Playground,Single,Yes,4,Normal,No,Yes,Yes,Family,No,No,Neutral,No,No,7
9/21/2021 2:04:39,1st year,Very good,99,Male,20,Department,Single,Yes,4,Normal,No,No,Yes,Not applicable,Yes,No,Neutral,No,Yes,6
9/21/2021 2:07:40,2nd year,Bad,28,Male,21,Sister's House,Single,Yes,2,Good,Yes,No,Yes,Not applicable,No,Maybe,Neutral,No,Yes,5
9/21/2021 2:10:40,2nd year,Very bad,3,Male,21,Hall-Mess,Single,No,1,Good,Yes,Yes,No,Family,Not applicable,No,No,Yes,No,5
9/21/2021 2:12:40,1st year,Very bad,11,Male,20,Town,Single,No,2,Bad,Yes,No,Yes,Family,No,No,No,No,No,7
9/21/2021 2:15:40,2nd year,Bad,20,Male,21,Cousin's House,Single,Yes,2,Bad,Yes,No,No,Family,Not applicable,Maybe,Yes,No,Yes,3
9/21/2021 2:17:40,4th year,Normal,62,Male,23,Hall-Mess,Single,No,3,Good,No,Yes,No,Not applicable,Not applicable,Maybe,Neutral,No,No,6
9/21/2021 2:19:40,1st year,Very bad,15,Male,20,Tour,Single,Yes,3,Bad,Yes,Yes,Yes,Family,Yes,Yes,No,No,No,6
9/21/2021 2:21:40,3rd year,Very good,96,Male,22,Restaurant,Single,Yes,3,Good,No,No,Yes,Friends,No,No,Neutral,No,Yes,9
9/21/2021 2:23:40,4th year,Very good,97,Male,23,Mosque,Single,Yes,4,Good,No,No,Yes,Friends,Not applicable,No,Neutral,No,Yes,8
9/21/2021 2:25:41,1st year,Good,72,Male,20,Sister's House,Single,Yes,3,Good,No,Yes,Yes,Family,Not applicable,No,Neutral,No,Yes,7
9/21/2021 2:28:41,4th year,Good,89,Male,23,Department,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,9
9/21/2021 2:31:41,2nd year,Bad,48,Male,21,Playground,Single,Yes,3,Normal,Yes,No,Yes,Not applicable,Yes,No,Neutral,No,Yes,7
9/21/2021 2:33:41,1st year,Very bad,1,Male,20,Playground,Single,No,1,Good,Yes,Yes,Yes,Family,Not applicable,No,Yes,Yes,Yes,4
9/21/2021 2:36:41,4th year,Very good,91,Male,23,Home,Single,Yes,3,Good,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,6
9/21/2021 2:38:41,4th year,Bad,26,Male,23,Mosque,Single,Yes,1,Good,Yes,No,No,Not applicable,Not applicable,No,Yes,Yes,Yes,4
9/21/2021 2:40:41,4th year,Very bad,8,Male,23,Sister's House,Single,Yes,1,Bad,Yes,Yes,No,Family,Not applicable,Maybe,No,Yes,Yes,3
9/21/2021 2:43:41,1st year,Bad,23,Male,20,Cousin's House,Single,Yes,3,Bad,Yes,No,No,Not applicable,No,Yes,Yes,No,No,5
9/21/2021 2:45:41,1st year,Normal,65,Male,20,Home,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,No,No,Yes,No,Yes,8
9/21/2021 2:48:42,2nd year,Bad,32,Male,21,Home,Single,Yes,1,Bad,Yes,Yes,No,Friends,Not applicable,No,No,Yes,Yes,5
9/21/2021 2:50:42,3rd year,Normal,68,Male,22,Department,Single,No,3,Normal,Yes,No,No,Not applicable,Not applicable,Maybe,Yes,No,Yes,6
9/21/2021 2:53:42,4th year,Normal,55,Male,23,Department,Single,Yes,3,Normal,Yes,Yes,No,Friends,Yes,No,Yes,No,No,6
9/21/2021 2:55:42,3rd year,Good,80,Male,22,Playground,Single,Yes,4,Good,No,No,Yes,Not applicable,Yes,No,Neutral,No,Yes,9
9/21/2021 2:57:42,3rd year,Bad,43,Male,22,Department,Single,No,1,Bad,Yes,No,No,Family,Yes,Yes,Neutral,Yes,No,7
9/21/2021 3:00:42,4th year,Very good,97,Male,23,Mosque,Single,Yes,5,Good,No,Yes,Yes,Family,Not applicable,No,Neutral,No,Yes,9
9/21/2021 3:02:42,4th year,Very good,93,Male,23,Home,Single,Yes,3,Good,No,No,Yes,Not applicable,No,No,Neutral,No,Yes,6
9/21/2021 3:04:42,2nd year,Very bad,8,Male,21,Aunt's House,Single,No,2,Normal,Yes,Yes,Yes,Not applicable,Yes,Maybe,No,Yes,Yes,4
9/21/2021 3:07:42,2nd year,Normal,64,Male,21,Sister's House,Single,Yes,4,Good,Yes,No,Yes,Friends,No,Maybe,Neutral,No,Yes,7
9/21/2021 3:09:43,3rd year,Very bad,16,Male,22,Sister's House,Single,No,2,Good,Yes,Yes,Yes,Friends,No,Yes,Neutral,No,Yes,3
9/21/2021 3:12:44,3rd year,Good,74,Male,22,Town,Single,Yes,3,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,9
9/21/2021 3:15:43,1st year,Good,75,Male,20,Mosque,Single,Yes,4,Normal,No,No,Yes,Family,Not applicable,No,Neutral,No,Yes,9
9/21/2021 3:17:43,1st year,Very bad,8,Male,20,Hall-Mess,Single,Yes,2,Good,Yes,Yes,Yes,Family,Yes,Maybe,No,Yes,Yes,4
9/21/2021 3:20:44,4th year,Very bad,3,Male,23,Cousin's House,Single,No,2,Good,Yes,Yes,No,Friends,No,Maybe,Neutral,No,No,5
9/21/2021 3:23:43,3rd year,Very bad,16,Male,22,Playground,Single,No,3,Good,Yes,No,No,Family,Not applicable,No,No,Yes,Yes,5
9/21/2021 3:25:43,1st year,Very good,92,Male,20,Friend's House,Single,Yes,4,Normal,No,No,Yes,Family,Yes,No,Neutral,No,Yes,9
9/21/2021 3:27:44,4th year,Very good,98,Male,23,Mosque,Single,Yes,5,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,No,10
9/21/2021 3:30:43,2nd year,Very good,95,Male,21,Home,Single,Yes,3,Good,No,Yes,Yes,Family,Yes,No,Neutral,No,Yes,6
9/21/2021 3:32:44,3rd year,Very bad,2,Male,22,Aunt's House,Single,No,2,Good,Yes,Yes,Yes,Not applicable,No,Maybe,Yes,No,Yes,6
9/21/2021 3:34:45,2nd year,Bad,34,Male,21,Department,Single,Yes,3,Good,Yes,Yes,No,Friends,Yes,Maybe,Neutral,No,No,4
9/21/2021 3:37:45,3rd year,Very bad,13,Male,22,Hall-Mess,Single,Yes,2,Bad,Yes,No,Yes,Family,No,Maybe,Neutral,Yes,No,6
9/21/2021 3:40:44,1st year,Very good,99,Male,20,Playground,Single,Yes,3,Normal,No,No,Yes,Friends,No,No,Neutral,No,No,10
9/21/2021 3:42:45,2nd year,Bad,25,Male,21,Cousin's House,Single,Yes,3,Bad,Yes,Yes,Yes,Not applicable,Yes,Yes,No,Yes,Yes,4
9/21/2021 3:45:44,3rd year,Very good,100,Male,22,Cousin's House,Single,Yes,3,Normal,No,No,Yes,Friends,Yes,No,Neutral,No,No,10
9/21/2021 3:48:44,3rd year,Very good,91,Male,22,Playground,Single,Yes,5,Good,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,8
9/21/2021 3:51:45,4th year,Normal,59,Male,23,Town,Single,No,4,Good,No,No,No,Not applicable,No,No,Neutral,No,No,6
9/21/2021 3:53:44,2nd year,Bad,34,Male,21,Tour,Single,No,2,Normal,Yes,Yes,Yes,Not applicable,Not applicable,Yes,Yes,No,No,5
9/21/2021 3:56:45,3rd year,Bad,41,Male,22,Town,Single,Yes,1,Bad,Yes,Yes,Yes,Family,Not applicable,No,No,No,Yes,6
9/21/2021 3:58:45,2nd year,Good,73,Male,21,Restaurant,Single,Yes,5,Normal,No,No,Yes,Friends,No,No,Neutral,No,Yes,10
9/21/2021 4:01:45,1st year,Very good,97,Male,20,Playground,Single,Yes,4,Good,No,No,Yes,Not applicable,No,No,Neutral,No,Yes,7
9/21/2021 4:04:45,4th year,Normal,56,Male,23,Home,Single,No,4,Normal,Yes,No,Yes,Not applicable,Yes,Maybe,Neutral,No,Yes,6
9/21/2021 4:06:46,3rd year,Bad,41,Male,22,Aunt's House,Single,No,2,Good,Yes,Yes,Yes,Not applicable,No,Yes,Neutral,Yes,Yes,3
9/21/2021 4:09:45,2nd year,Very good,92,Male,21,Mosque,Single,Yes,5,Good,No,No,Yes,Friends,Not applicable,No,Yes,No,No,6
9/21/2021 4:11:45,1st year,Very bad,6,Male,20,Friend's House,Single,Yes,1,Bad,Yes,Yes,No,Friends,Not applicable,Yes,Yes,No,Yes,5
9/21/2021 4:13:46,4th year,Normal,63,Male,23,Friend's House,Single,No,5,Normal,Yes,No,No,Friends,Not applicable,No,Neutral,No,No,8
9/21/2021 4:15:46,4th year,Normal,50,Male,23,Tour,Single,Yes,5,Normal,Yes,No,Yes,Friends,Not applicable,Maybe,Neutral,No,No,6
9/21/2021 4:18:46,3rd year,Good,89,Male,22,Aunt's House,Single,Yes,5,Good,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,No,8
9/21/2021 4:21:46,3rd year,Very bad,18,Male,22,Restaurant,Single,Yes,1,Good,Yes,No,Yes,Not applicable,Not applicable,No,Neutral,Yes,No,6
9/21/2021 4:24:46,1st year,Normal,53,Male,20,Friend's House,Single,No,3,Normal,Yes,No,Yes,Friends,No,No,Neutral,No,Yes,7
9/21/2021 4:26:46,2nd year,Very bad,18,Male,21,Tour,Single,No,2,Bad,Yes,Yes,Yes,Friends,No,Maybe,Neutral,No,No,3
9/21/2021 4:29:46,4th year,Very good,100,Male,23,Tour,Single,Yes,4,Normal,No,Yes,Yes,Friends,Not applicable,No,Yes,No,No,8
9/21/2021 4:32:46,2nd year,Bad,38,Male,21,Mosque,Single,Yes,2,Bad,Yes,No,No,Friends,Yes,Maybe,Yes,Yes,No,6
9/21/2021 4:34:47,3rd year,Very good,98,Male,22,Sister's House,Single,Yes,5,Normal,No,No,Yes,Not applicable,No,No,Yes,No,Yes,7
9/21/2021 4:37:47,1st year,Very good,100,Male,20,Cousin's House,Single,Yes,5,Normal,No,Yes,Yes,Family,Yes,No,Yes,No,No,7
9/21/2021 4:39:47,1st year,Very bad,18,Male,20,Friend's House,Single,No,2,Normal,Yes,No,Yes,Not applicable,Yes,Maybe,No,No,No,3
9/21/2021 4:41:47,1st year,Normal,59,Male,20,Cousin's House,Single,No,4,Good,Yes,Yes,No,Friends,No,No,Yes,No,No,7
9/21/2021 4:43:47,2nd year,Normal,59,Male,21,Town,Single,Yes,3,Good,Yes,Yes,Yes,Friends,No,No,Yes,No,No,8
9/21/2021 4:46:47,1st year,Normal,59,Male,20,Home,Single,No,4,Good,No,No,Yes,Not applicable,Yes,Maybe,Neutral,Yes,Yes,6
9/21/2021 4:48:47,3rd year,Very bad,4,Male,22,Town,Single,Yes,3,Bad,Yes,Yes,Yes,Family,Not applicable,Yes,Neutral,No,No,7
9/21/2021 4:50:47,4th year,Very good,94,Male,23,Hall-Mess,Single,Yes,4,Good,No,Yes,Yes,Friends,Not applicable,No,Yes,No,No,7
9/21/2021 4:53:47,2nd year,Very bad,11,Male,21,Sister's House,Single,Yes,3,Good,Yes,Yes,Yes,Friends,No,No,No,Yes,Yes,6
9/21/2021 4:56:47,1st year,Bad,40,Male,20,Town,Single,No,2,Bad,Yes,No,No,Friends,No,No,Neutral,Yes,Yes,7
9/21/2021 4:59:47,1st year,Very bad,13,Male,20,Hall-Mess,Single,No,3,Normal,Yes,No,No,Family,Not applicable,Maybe,No,No,Yes,7
9/21/2021 5:02:48,1st year,Very good,96,Male,20,Department,Single,Yes,3,Good,No,Yes,Yes,Family,No,No,Neutral,No,No,9
9/21/2021 5:04:48,3rd year,Very bad,14,Male,22,Friend's House,Single,No,1,Good,Yes,Yes,No,Not applicable,Not applicable,Maybe,No,No,No,3
9/21/2021 5:06:48,2nd year,Very bad,4,Male,21,Mosque,Single,Yes,2,Bad,Yes,No,No,Not applicable,Yes,No,Yes,Yes,No,5
9/21/2021 5:09:48,2nd year,Good,84,Male,21,Playground,Single,Yes,3,Normal,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,7
9/21/2021 5:12:49,4th year,Very good,97,Male,23,Cousin's House,Single,Yes,4,Normal,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,8
9/21/2021 5:15:48,4th year,Normal,68,Male,23,Playground,Single,No,5,Good,Yes,Yes,Yes,Family,No,No,Neutral,No,Yes,6
9/21/2021 5:18:48,2nd year,Very bad,14,Male,21,Department,Single,Yes,3,Good,Yes,No,Yes,Not applicable,Yes,Yes,Yes,No,No,4
9/21/2021 5:20:49,3rd year,Good,72,Male,22,Hall-Mess,Single,Yes,5,Good,No,No,Yes,Friends,Yes,No,Yes,No,No,6
9/21/2021 5:23:49,3rd year,Bad,45,Male,22,Playground,Single,No,3,Normal,Yes,No,Yes,Not applicable,Yes,Maybe,Neutral,Yes,No,3
9/21/2021 5:25:49,1st year,Very good,95,Male,20,Playground,Single,Yes,4,Good,No,No,Yes,Family,Not applicable,No,Yes,No,Yes,10
9/21/2021 5:27:50,1st year,Good,86,Male,20,Department,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,No,No,Neutral,No,No,10
9/21/2021 5:30:49,4th year,Bad,43,Male,23,Aunt's House,Single,No,1,Bad,Yes,No,No,Not applicable,Yes,Maybe,No,Yes,Yes,6
9/21/2021 5:33:49,4th year,Very bad,14,Male,23,Mosque,Single,Yes,1,Bad,Yes,No,Yes,Friends,Yes,No,Neutral,No,No,3
9/21/2021 5:35:49,1st year,Very good,100,Male,20,Restaurant,Single,Yes,3,Good,No,Yes,Yes,Family,Yes,No,Neutral,No,Yes,10
9/21/2021 5:38:49,1st year,Very bad,14,Male,20,Restaurant,Single,No,2,Normal,Yes,No,No,Friends,No,Maybe,No,No,No,5
9/21/2021 5:40:50,2nd year,Very bad,4,Male,21,Playground,Single,Yes,3,Good,Yes,Yes,Yes,Family,Not applicable,Yes,Neutral,No,No,6
9/21/2021 5:43:50,1st year,Very good,90,Male,20,Restaurant,Single,Yes,3,Normal,No,No,Yes,Family,No,No,Yes,No,No,7
9/21/2021 5:46:50,4th year,Bad,44,Male,23,Playground,Single,Yes,2,Normal,Yes,No,Yes,Not applicable,Not applicable,No,No,No,No,4
9/21/2021 5:48:50,1st year,Good,89,Male,20,Restaurant,Single,Yes,4,Normal,No,Yes,Yes,Friends,Yes,No,Neutral,No,No,8
9/21/2021 5:50:51,3rd year,Very bad,7,Male,22,Cousin's House,Single,Yes,2,Bad,Yes,No,Yes,Not applicable,Yes,Maybe,No,Yes,No,4
9/21/2021 5:52:51,4th year,Good,76,Male,23,Friend's House,Single,Yes,5,Normal,No,Yes,Yes,Family,Not applicable,No,Yes,No,Yes,10
9/21/2021 5:55:52,1st year,Bad,42,Male,20,Playground,Single,No,2,Normal,Yes,No,Yes,Friends,No,Yes,No,No,Yes,6
9/21/2021 5:57:52,4th year,Very good,97,Male,23,Mosque,Single,Yes,5,Normal,No,Yes,Yes,Not applicable,No,No,Yes,No,Yes,7
9/21/2021 5:59:50,2nd year,Normal,58,Male,21,Home,Single,No,4,Good,No,No,No,Not applicable,Not applicable,No,Neutral,Yes,Yes,7
9/21/2021 6:02:51,4th year,Bad,22,Male,23,Friend's House,Single,No,2,Bad,Yes,No,No,Not applicable,Not applicable,Maybe,Neutral,No,No,6
9/21/2021 6:04:51,4th year,Good,87,Male,23,Cousin's House,Single,Yes,4,Good,No,Yes,Yes,Not applicable,No,No,Neutral,No,Yes,9
9/21/2021 6:07:51,4th year,Very bad,16,Male,23,Aunt's House,Single,Yes,1,Bad,Yes,Yes,No,Not applicable,No,No,Yes,No,Yes,7
9/21/2021 6:10:52,4th year,Good,70,Male,23,Home,Single,Yes,5,Normal,No,No,Yes,Friends,No,No,Yes,No,Yes,8
9/21/2021 6:13:51,4th year,Good,86,Male,23,Department,Single,Yes,5,Normal,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,No,6
9/21/2021 6:15:51,3rd year,Bad,47,Male,22,Friend's House,Single,Yes,2,Normal,Yes,Yes,Yes,Not applicable,No,Yes,Neutral,No,No,6
9/21/2021 6:18:52,4th year,Very bad,3,Male,23,Town,Single,No,3,Bad,Yes,No,Yes,Not applicable,Yes,Yes,Yes,No,No,4
9/21/2021 6:20:53,1st year,Good,79,Male,20,Restaurant,Single,Yes,3,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,Yes,6
9/21/2021 6:22:52,3rd year,Good,76,Male,22,Tour,Single,Yes,5,Normal,No,No,Yes,Family,Not applicable,No,Neutral,No,No,10
9/21/2021 6:25:52,4th year,Normal,70,Male,23,Tour,Single,No,5,Good,No,No,No,Family,Yes,No,Yes,Yes,Yes,7
9/21/2021 6:27:52,1st year,Good,89,Male,20,Friend's House,Single,Yes,3,Good,No,Yes,Yes,Friends,Not applicable,No,Yes,No,Yes,8
9/21/2021 6:29:52,4th year,Good,86,Male,23,Aunt's House,Single,Yes,5,Good,No,No,Yes,Not applicable,Yes,No,Yes,No,No,7
9/21/2021 6:31:52,4th year,Very good,90,Male,23,Cousin's House,Single,Yes,3,Good,No,Yes,Yes,Friends,Not applicable,No,Neutral,No,Yes,6
9/21/2021 6:33:52,2nd year,Very good,100,Male,21,Sister's House,Single,Yes,4,Normal,No,No,Yes,Friends,No,No,Yes,No,Yes,6
9/21/2021 6:36:52,2nd year,Very bad,10,Male,21,Restaurant,Single,No,3,Good,Yes,No,Yes,Friends,Yes,No,Yes,Yes,No,7
9/21/2021 6:39:53,4th year,Bad,31,Male,23,Hall-Mess,Single,Yes,3,Normal,Yes,Yes,No,Family,Yes,Maybe,Neutral,Yes,No,4
9/21/2021 6:42:53,3rd year,Good,76,Male,22,Playground,Single,Yes,3,Normal,No,Yes,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,8
9/21/2021 6:44:53,2nd year,Good,71,Male,21,Tour,Single,Yes,3,Normal,No,Yes,Yes,Family,No,No,Neutral,No,No,6
9/21/2021 6:46:53,1st year,Normal,63,Male,20,Hall-Mess,Single,No,5,Good,No,Yes,No,Friends,No,No,Neutral,No,Yes,6
9/21/2021 6:49:53,4th year,Very good,98,Male,23,Friend's House,Single,Yes,3,Good,No,Yes,Yes,Not applicable,Yes,No,Yes,No,Yes,9
9/21/2021 6:51:53,4th year,Very bad,15,Male,23,Friend's House,Single,Yes,1,Normal,Yes,Yes,No,Not applicable,No,No,No,Yes,Yes,7
9/21/2021 6:54:55,3rd year,Bad,32,Male,22,Cousin's House,Single,Yes,3,Good,Yes,No,No,Family,No,Yes,No,No,Yes,6
9/21/2021 6:57:53,3rd year,Bad,39,Male,22,Restaurant,Single,Yes,3,Bad,Yes,Yes,Yes,Not applicable,Yes,No,Neutral,Yes,No,7
9/21/2021 6:59:54,4th year,Very good,98,Male,23,Sister's House,Single,Yes,4,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,8
9/21/2021 7:02:54,3rd year,Normal,70,Male,22,Home,Single,No,4,Normal,No,Yes,Yes,Friends,Not applicable,Maybe,Neutral,Yes,Yes,6
9/21/2021 7:04:54,1st year,Normal,50,Male,20,Aunt's House,Single,Yes,3,Good,Yes,Yes,No,Family,No,Maybe,Yes,Yes,No,7
9/21/2021 7:06:54,3rd year,Good,79,Male,22,Restaurant,Single,Yes,5,Normal,No,No,Yes,Friends,Yes,No,Yes,No,Yes,8
9/21/2021 7:09:55,3rd year,Good,79,Male,22,Friend's House,Single,Yes,4,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,No,10
9/21/2021 7:12:55,2nd year,Very good,96,Male,21,Town,Single,Yes,4,Normal,No,No,Yes,Friends,No,No,Yes,No,Yes,10
9/21/2021 7:14:55,1st year,Good,88,Male,20,Playground,Single,Yes,5,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,6
9/21/2021 7:16:55,4th year,Good,71,Male,23,Town,Single,Yes,5,Good,No,Yes,Yes,Friends,No,No,Yes,No,Yes,9
9/21/2021 7:19:55,3rd year,Very good,92,Male,22,Mosque,Single,Yes,3,Good,No,No,Yes,Friends,Yes,No,Neutral,No,No,9
9/21/2021 7:21:55,2nd year,Good,74,Male,21,Mosque,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Neutral,No,No,7
9/21/2021 7:23:56,1st year,Normal,53,Male,20,Aunt's House,Single,Yes,4,Normal,No,No,No,Friends,Yes,Maybe,Neutral,No,No,6
9/21/2021 7:26:56,2nd year,Very good,94,Male,21,Friend's House,Single,Yes,3,Good,No,No,Yes,Family,Yes,No,Yes,No,No,9
9/21/2021 7:28:56,3rd year,Normal,65,Male,22,Town,Single,Yes,5,Normal,No,Yes,Yes,Friends,No,No,Neutral,Yes,No,8
9/21/2021 7:30:56,4th year,Very good,94,Male,23,Hall-Mess,Single,Yes,3,Normal,No,Yes,Yes,Friends,Not applicable,No,Yes,No,No,10
9/21/2021 7:33:56,1st year,Good,75,Male,20,Cousin's House,Single,Yes,5,Normal,No,No,Yes,Not applicable,Not applicable,No,Neutral,No,Yes,7
9/21/2021 7:36:57,4th year,Very good,95,Male,23,Town,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Neutral,No,No,6
9/21/2021 7:39:57,1st year,Good,84,Male,20,Department,Single,Yes,5,Good,No,Yes,Yes,Not applicable,Yes,No,Neutral,No,No,10
9/21/2021 7:41:57,4th year,Bad,44,Male,23,Department,Single,Yes,1,Good,Yes,Yes,No,Not applicable,Not applicable,Yes,Yes,No,No,7
9/21/2021 7:44:57,3rd year,Good,75,Male,22,Department,Single,Yes,5,Good,No,No,Yes,Friends,No,No,Yes,No,No,10
9/21/2021 7:47:57,4th year,Very bad,18,Male,23,Aunt's House,Single,Yes,1,Bad,Yes,No,No,Family,Yes,Yes,Yes,No,No,5
9/21/2021 7:50:57,3rd year,Very good,97,Male,22,Restaurant,Single,Yes,3,Good,No,No,Yes,Not applicable,Not applicable,No,Yes,No,Yes,9
9/21/2021 7:53:58,4th year,Very bad,8,Male,23,Home,Single,Yes,3,Normal,Yes,No,Yes,Not applicable,No,Maybe,No,Yes,No,3
9/21/2021 7:55:58,4th year,Very good,90,Male,23,Restaurant,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,9
9/21/2021 7:57:57,1st year,Very good,96,Male,20,Mosque,Single,Yes,4,Good,No,Yes,Yes,Not applicable,No,No,Yes,No,No,10
9/21/2021 7:59:58,4th year,Good,70,Male,23,Tour,Single,Yes,5,Good,No,No,Yes,Family,No,No,Neutral,No,No,10
9/21/2021 8:01:58,3rd year,Normal,70,Male,22,Tour,Single,No,3,Normal,No,No,No,Family,No,Maybe,Neutral,No,No,7
9/21/2021 8:03:58,2nd year,Good,76,Male,21,Tour,Single,Yes,3,Normal,No,No,Yes,Family,Yes,No,Yes,No,Yes,6
9/21/2021 8:05:58,3rd year,Bad,36,Male,22,Sister's House,Single,No,3,Normal,Yes,No,No,Family,Yes,No,Neutral,Yes,Yes,4
9/21/2021 8:08:58,3rd year,Normal,63,Male,22,Home,Single,No,3,Normal,Yes,No,Yes,Family,Yes,Maybe,Yes,No,Yes,8
